unitid,opeid,instnm,stabbr,iheType,iheControl,pctNative,pctAsian,pctBlack,pctHispanic,pctIslander,pctWhite,pctMultRaces,pctFullTime,pctPartTime,pctPell,hbcu,pbi,annhi,tribal,aanapii,hsi,nanti,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,state,awardedAmountsStudentAid,awardedAmountsInstitutional,awardedAmountsHbcu,awardedAmountsTccu,awardedAmountsMsi,awardedAmountsSip,awardedAmountsSaihe,awardedAmountsFipse,awardedAmountsProprietary,awards,ugFtPellEnrolled,ugFtNonPellEnrolled,ugPtPellEnrolled,ugPtNonPellEnrolled,gFtEnrolled,gPtEnrolled,distributed_to_more_than_enrolled,ugFtPellHeerRecipients,ugFtNonPellHeerRecipients,ugPtPellHeerRecipients,gFtHeerRecipients,gPtHeerRecipients,allStudentsHeerRecipients,a1InstitutionalDirectTotal,a2DirectUgFtPell,a2DirectUgFtNonPell,a2DirectUgPtPell,a2DirectUgPtNonPell,a2DirectGFt,a2DirectGPt,a2DirectTotal,a3DirectUgFtPell,a3DirectUgFtNonPell,a3DirectUgPtPell,a3DirectUgPtNonPell,a3DirectGFt,a3DirectGPt,a3DirectTotal,a4DirectUgFtPell,a4DirectUgFtNonPell,a4DirectUgPtPell,a4DirectUgPtNonPell,a4DirectGFt,a4DirectGPt,a4DirectTotal,minimumAwardUgFtPell,minimumAwardUgFtNonPell,minimumAwardUgPtPell,minimumAwardUgPtNonPell,minimumAwardGFt,minimumAwardGPt,minimumAward,maximumAwardUgFtPell,maximumAwardUgFtNonPell,maximumAwardUgPtPell,maximumAwardUgPtNonPell,maximumAwardGFt,maximumAwardGPt,maximumAward,ugFtPellGrantAmountTotal,ugFtNonPellGrantAmountTotal,ugPtPellGrantAmountTotal,ugPtNonPellGrantAmountTotal,gFtGrantAmountTotal,gPtGrantAmountTotal,allStudentsGrantAmountTotal,ugFtPellAverageHeerAmount,ugFtNonPellAverageHeerAmount,ugPtPellAverageHeerAmount,ugPtNonPellAverageHeerAmount,gFtAverageHeerAmount,gPtAverageHeerAmount,allStudentsAverageHeerAmount,nEnrolledStudentsNotEligibleTitleIV,pEnrolledStudentsNotEligibleTitleIV,nStudentsReceivedGrantsNotEligibleTitleIV,pStudentsGrantedHeerNotEligibleTitleIV,aiEnrolledStudentCount,aEnrolledStudentCount,bEnrolledStudentCount,hEnrolledStudentCount,nhEnrolledStudentCount,wEnrolledStudentCount,tmrEnrolledStudentCount,urEnrolledStudentCount,nrEnrolledStudentCount,ncrEnrolledStudentCount,mEnrolledStudentCount,woEnrolledStudentCount,ncgEnrolledStudentCount,tfoEnrolledStudentCount,tfyEnrolledStudentCount,aiReceivedAidGrant,aReceivedAidGrant,bReceivedAidGrant,hReceivedAidGrant,nhReceivedAidGrant,wReceivedAidGrant,tmrReceivedAidGrant,urReceivedAidGrant,nrReceivedAidGrant,ncrReceivedAidGrant,mReceivedAidGrant,woReceivedAidGrant,ncgReceivedAidGrant,tfoReceivedAidGrant,tfyReceivedAidGrant,aiTotalAmountOfGrants,aTotalAmountOfGrants,bTotalAmountOfGrants,hTotalAmountOfGrants,nhTotalAmountOfGrants,wTotalAmountOfGrants,tmrTotalAmountOfGrants,urTotalAmountOfGrants,nrTotalAmountOfGrants,ncrTotalAmountOfGrants,mTotalAmountOfGrants,woTotalAmountOfGrants,ncgTotalAmountOfGrants,tfoTotalAmountOfGrants,tfyTotalAmountOfGrants,aiAverageHeerfAward,aAverageHeerfAward,bAverageHeerfAward,hAverageHeerfAward,nhAverageHeerfAward,wAverageHeerfAward,tmrAverageHeerfAward,urAverageHeerfAward,nrAverageHeerfAward,ncrAverageHeerfAward,mAverageHeerfAward,woAverageHeerfAward,ncgAverageHeerfAward,tfoAverageHeerfAward,tfyAverageHeerfAward,enroll2021Ug,enroll2021UgW,enroll2021G,enroll2021GW,enroll2020Ug,enroll2020UgW,enroll2020G,enroll2020GW,enroll2019Ug,enroll2019UgW,enroll2019UgC,enroll2019UgSe,enroll2019G,enroll2019GW,MSI_Count,MSI_Flag
409315,03103400,South Texas College,TX,4 Year,Public,0.001,0.008,0.004,0.951,0,0.025,0.002,NA,NA,0.806,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,57614594,78464353,0,0,7423452,0,10136521,0,0,"P425E202274 (Student Aid) / $57,614,594|P425F201864 (Institutional Portion) / $78,464,353|P425L200197 (Minority Serving Institutions) / $7,423,452|P425S210033 (Supplemental Assistance to Institutions of Higher Education) / $10,136,521",5797,NA,8567,8341,NA,NA,0,5561,NA,8142,NA,NA,24195,6516572.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,300,300,300,300,0,0,300,5010,5010,5010,5010,0,0,5010,11710053,7702253.6,17358859.23,11830013.6,0,0,48601179.43,2105.745909009171,NA,2132.014152542373,1860.065031446541,NA,NA,2008.728226079769,9725,0.3562401553170446,7557,0.3123372597644141,12,202,157,25844,NA,779,58,237,NA,NA,NA,16081,NA,NA,16267,11,145,135,23028,NA,628,42,196,NA,NA,NA,14424,NA,NA,14459,24420,286400,274820,46278149.43,NA,1257360,79250,380760,NA,NA,NA,29351211.83,NA,NA,28736229.23,2220,1975.172413793103,2035.703703703704,2009.646926784784,NA,2002.165605095541,1886.904761904762,1942.65306122449,NA,NA,NA,2034.887120770937,NA,NA,1987.42853793485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
429094,03156400,AOMA Graduate School of Integrative Medicine,TX,4 Year,Private For-Profit,0.011,0.156,0.017,0.033,0.006,0.644,0.089,0.726,0.274,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,TEXAS,22114,22114,0,0,0,0,0,0,102924,"P425E200207 (Student Aid) / $22,114|P425F201620 (Institutional Portion) / $22,114|P425Q211094 (Proprietary Institutions Grant Funds for Students) / $102,924",NA,NA,NA,NA,108,NA,0,NA,NA,NA,50,NA,68,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,74075.38,28848.62,102924,0,0,0,0,300.8,300.8,300.8,0,0,0,0,3695.98,3695.98,3695.98,0,0,0,0,74075.38,28848.62,102924,NA,NA,NA,NA,1481.5076,NA,1513.588235294118,NA,NA,NA,NA,NA,30,4,NA,NA,99,13,9,NA,NA,NA,136,NA,156,NA,NA,13,NA,NA,NA,37,8,NA,NA,NA,NA,60,NA,NA,NA,NA,23450.24,NA,NA,NA,52520.32,13859.08,NA,NA,NA,NA,92372.96,NA,NA,NA,NA,1803.864615384615,1232.26,NA,NA,1419.468108108108,1732.385,566.9333333333333,NA,NA,NA,1539.549333333333,NA,1504.811940298507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
228194,00497700,South Texas College of Law Houston,TX,4 Year,Private Not-For-Profit,0.002,0.076,0.084,0.266,0.003,0.509,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,TEXAS,590624,680732,0,0,0,0,0,236669,0,"P425E204957 (Student Aid) / $590,624|P425F204389 (Institutional Portion) / $680,732|P425N200539 (Fund for the Improvement of Postsecondary Education) / $236,669",NA,NA,NA,NA,967,NA,0,NA,NA,NA,694,NA,927,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,111,111,111,0,0,0,0,2500,1200,2500,0,0,0,0,95680,35719,131399,NA,NA,NA,NA,137.8674351585015,NA,141.7464940668824,209,0.167066346922462,157,0.1693635382955771,NA,96,98,342,NA,631,31,44,4,NA,NA,668,NA,1057,NA,NA,70,73,248,NA,476,21,34,NA,NA,NA,503,NA,788,NA,NA,12498,8346,39136,NA,64759,2331,3774,NA,NA,NA,70593,NA,115970,NA,NA,178.5428571428571,114.3287671232877,157.8064516129032,NA,136.0483193277311,111,111,0,NA,NA,140.3439363817097,NA,147.1700507614213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
455354,04142300,Aveda Arts & Sciences Institute-San Antonio,TX,Less Than 2 Year,Private For-Profit,0.004,0.013,0.073,0.561,0.006,0.314,0.019,NA,NA,0.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,186752,186752,0,0,0,0,0,0,262743,"P425E204382 (Student Aid) / $186,752|P425F203077 (Institutional Portion) / $186,752|P425Q210134 (Proprietary Institutions Grant Funds for Students) / $262,743",420,NA,NA,NA,NA,NA,0,195,NA,NA,NA,NA,257,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,196950,65793,0,0,0,0,262743,1010,1061,0,0,0,0,1010,1010,1061,0,0,0,0,1061,196950,65793,0,0,0,0,262743,1010,NA,NA,NA,NA,NA,1022.346303501945,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
416801,02555400,The University of Texas MD Anderson Cancer Center,TX,4 Year,Public,0,0.254,0.068,0.281,0,0.274,0.02,0.782,0.218,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,TEXAS,706604,894367,0,0,0,0,0,214160,0,"P425E203812 (Student Aid) / $706,604|P425F202276 (Institutional Portion) / $894,367|P425N200774 (Fund for the Improvement of Postsecondary Education) / $214,160",168,279,8,53,27,25,0,166,122,NA,18,NA,318,751447,NA,NA,NA,NA,NA,NA,0,120889,5634,0,0,0,0,126523,NA,NA,NA,NA,NA,NA,0,1345,709,709,984,1346,0,709,11250,11250,2625,3782,8087,0,11250,902502,435503,12628,15519,75502,0,1441654,5436.759036144578,3569.696721311475,NA,2586.5,4194.555555555556,NA,4533.503144654088,203,0.3625,4,0.01257861635220126,NA,140,45,160,NA,139,NA,25,37,NA,NA,431,NA,345,NA,NA,102,36,97,NA,70,NA,NA,NA,NA,NA,243,NA,198,NA,NA,540423,152241,426782,NA,260842,NA,NA,NA,NA,NA,1109062,NA,857116,NA,NA,5298.264705882353,4228.916666666667,4399.81443298969,NA,3726.314285714286,NA,4578.727272727273,0,NA,NA,4564.041152263375,NA,4328.868686868687,NA,508,NA,52,NA,509,NA,47,NA,528,NA,NA,364,41,NA,0,0
485953,04248000,The Recording Conservatory of Austin,TX,2 Year,Private For-Profit,0,0,0.226,0.081,0.016,0.677,0,NA,NA,0.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,10311,10311,0,0,0,0,0,0,33404,"P425E204312 (Student Aid) / $10,311|P425F203998 (Institutional Portion) / $10,311|P425Q210273 (Proprietary Institutions Grant Funds for Students) / $33,404",NA,52,NA,NA,NA,NA,0,26,NA,NA,NA,NA,38,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,27584,5820,0,0,0,0,33404,695,300,0,0,0,0,300,1675,745,0,0,0,0,1675,27584,5820,0,0,0,0,33404,1060.923076923077,NA,NA,NA,NA,NA,879.0526315789474,36,0.4615384615384616,NA,NA,NA,NA,15,NA,NA,53,NA,NA,NA,NA,68,NA,NA,41,NA,NA,NA,10,NA,NA,22,NA,NA,NA,NA,32,NA,NA,20,NA,NA,NA,9495,NA,NA,18744,NA,NA,NA,NA,27695,NA,NA,19800,NA,NA,NA,949.5,NA,NA,852,NA,NA,NA,NA,865.46875,NA,NA,990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
228042,00361000,Schreiner University,TX,4 Year,Private Not-For-Profit,0.009,0.012,0.046,0.327,0.001,0.559,0.036,NA,NA,0.424,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,2945679,3658581,0,0,432727,0,0,0,0,"P425E203377 (Student Aid) / $2,945,679|P425F201343 (Institutional Portion) / $3,658,581|P425L200181 (Minority Serving Institutions) / $432,727",460,1072,30,187,93,42,0,408,935,27,63,37,1555,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,250,250,250,250,250,250,250,12545,12245,11545,7700,2675,1250,12545,839998,782249,46210,51045,31975,13000,1764477,2058.81862745098,836.6299465240642,1711.481481481482,600.5294117647059,507.5396825396825,351.3513513513514,1134.711897106109,94,0.04989384288747346,NA,NA,8,23,87,693,NA,1000,55,NA,14,NA,NA,1082,NA,NA,1592,6,17,76,589,NA,815,47,NA,NA,NA,NA,886,NA,NA,1318,6450,36390,174290,1261213,NA,1317946,141020,NA,NA,NA,NA,1646680,NA,NA,2718864,1075,2140.588235294118,2293.28947368421,2141.27843803056,NA,1617.111656441718,3000.425531914894,NA,250,NA,NA,1858.555304740406,NA,NA,2062.871016691958,1749,380,135,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
224527,00356400,East Texas Baptist University,TX,4 Year,Private Not-For-Profit,0.014,0.01,0.209,0.127,0.003,0.599,0.02,0.769,0.231,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,3799108,4778781,0,0,0,380745,0,0,0,"P425E201208 (Student Aid) / $3,799,108|P425F201886 (Institutional Portion) / $4,778,781|P425M200142 (Strengthening Institutions Program) / $380,745",660,863,38,437,164,86,0,442,471,13,74,14,1031,17992,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,750,750,750,750,500,1500,500,8700,7000,1500,5500,6500,2500,8700,1033650,856300,17250,27600,162550,22000,2119350,2338.574660633484,1818.046709129512,1326.923076923077,1623.529411764706,2196.621621621622,1571.428571428571,2055.625606207565,522,0.2322064056939502,46,0.0446168768186227,47,28,446,297,NA,1347,32,26,18,NA,NA,1197,NA,NA,1981,19,7,251,130,6,590,18,NA,7,NA,NA,567,NA,NA,962,30000,11250,589150,283050,10250,1138900,39750,NA,13250,NA,NA,1133500,NA,NA,1987750,1578.947368421053,1607.142857142857,2347.211155378486,2177.307692307692,NA,1930.338983050847,2208.333333333333,1250,1892.857142857143,NA,NA,1999.118165784832,NA,NA,2066.268191268191,1672,24,248,8,1685,20,205,9,1682,33,251,1398,163,5,0,0
227377,03064600,Texas Southmost College,TX,2 Year,Public,0.001,0.004,0.002,0.94,0,0.028,0.002,0.248,0.752,0.837,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,11336202,16483206,0,0,0,0,0,0,0,"P425E202046 (Student Aid) / $11,336,202|P425F202562 (Institutional Portion) / $16,483,206",5154,NA,4881,3326,NA,NA,0,5154,NA,4881,NA,NA,15042,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,500,500,500,500,0,0,500,1652,1652,1652,1652,0,0,1652,2262713.17,712297.54,2260353.41,1387935.38,0,0,6623299.5,439.0207935584012,NA,463.0922782216759,417.298671076368,NA,NA,440.3204028719585,NA,0,NA,0,NA,64,22,14308,NA,420,16,196,NA,NA,NA,8687,NA,NA,11778,NA,64,22,14308,NA,420,16,196,NA,NA,NA,8687,NA,NA,11778,NA,25128,8912,5876702,NA,167200,7304,79556,NA,NA,NA,3567462,NA,NA,4858510,NA,392.625,405.0909090909091,410.7284036902432,NA,398.0952380952381,456.5,405.8979591836735,NA,NA,NA,410.6667434096926,NA,NA,412.5072168449652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
227225,02315400,Northeast Texas Community College,TX,2 Year,Public,0.005,0.015,0.121,0.328,0.001,0.478,0.028,NA,NA,0.652,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,4018462,5850086,0,0,537923,0,0,0,0,"P425E200150 (Student Aid) / $4,018,462|P425F201077 (Institutional Portion) / $5,850,086|P425L200099 (Minority Serving Institutions) / $537,923",1120,695,NA,1863,NA,NA,0,958,553,NA,NA,NA,3081,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,300,300,300,300,0,0,300,2600,2200,1800,1800,0,0,2600,1022518.17,467961.2,306052.56,518385.51,0,0,2314917.44,1067.346732776618,846.2227848101267,NA,446.1148967297763,NA,NA,751.3526257708537,1815,0.4290780141843972,1229,0.3988964621876014,25,45,447,1417,NA,2092,95,NA,95,NA,NA,2682,NA,NA,3113,22,29,336,1062,NA,1488,64,NA,69,NA,NA,1982,NA,NA,2278,17750,17950,280000,786203,NA,1084850,48300,NA,46700,NA,NA,1556353,NA,NA,1583453,806.8181818181819,618.9655172413793,833.3333333333334,740.304143126177,NA,729.0658602150538,754.6875,NA,676.8115942028985,NA,NA,785.2436932391523,NA,NA,695.1066725197542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
222628,02259400,Amberton University,TX,4 Year,Private Not-For-Profit,0.005,0.067,0.282,0.116,0.002,0.426,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,TEXAS,357719,368832,0,0,0,0,0,100000,0,"P425E203409 (Student Aid) / $357,719|P425F205184 (Institutional Portion) / $368,832|P425N200783 (Fund for the Improvement of Postsecondary Education) / $100,000",11,20,34,155,414,637,0,8,NA,NA,74,51,146,0,NA,NA,NA,NA,NA,NA,0,9800,0,2700,3600,45000,23400,84500,NA,NA,NA,NA,NA,NA,0,5600,3600,1800,900,1800,900,900,5600,3600,1800,900,1800,900,5600,44100,15300,5400,8100,133200,45900,252000,5512.5,NA,NA,1350,1800,900,1726.027397260274,NA,0,71,0.4863013698630137,NA,90,390,169,NA,602,NA,10,NA,NA,NA,937,NA,1228,NA,NA,10,70,26,NA,37,NA,NA,NA,NA,NA,118,NA,139,NA,NA,16200,117800,51000,NA,58700,NA,NA,NA,NA,NA,207700,NA,234700,NA,NA,1620,1682.857142857143,1961.538461538461,NA,1586.486486486486,NA,1800,NA,NA,NA,1760.169491525424,NA,1688.489208633094,NA,216,75,1014,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
223001,00354400,Austin Presbyterian Theological Seminary,TX,4 Year,Private Not-For-Profit,0.011,0.022,0.077,0.066,0,0.802,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,TEXAS,81681,97263,0,0,0,0,0,465083,0,"P425E203878 (Student Aid) / $81,681|P425F203358 (Institutional Portion) / $97,263|P425N200235 (Fund for the Improvement of Postsecondary Education) / $465,083",NA,NA,NA,NA,NA,141,0,NA,NA,NA,NA,50,88,27872,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,172.38,300,172.38,0,0,0,0,6195,6195,6195,0,0,0,0,34107,75446,109553,NA,NA,NA,NA,NA,1508.92,1244.920454545455,NA,NA,NA,NA,NA,NA,16,16,NA,82,NA,NA,NA,NA,NA,116,NA,96,NA,NA,NA,15,14,NA,50,NA,NA,NA,NA,NA,49,NA,65,NA,NA,NA,60195,25371,NA,83721.22,NA,NA,NA,NA,NA,77606.08,NA,134966.24,NA,NA,NA,4013,1812.214285714286,NA,1674.4244,NA,NA,NA,NA,NA,1583.797551020408,NA,2076.403692307692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
227322,02230500,Ogle School Hair Skin Nails-Ft Worth,TX,Less Than 2 Year,Private For-Profit,0.006,0.009,0.239,0.283,0,0.403,0.052,NA,NA,0.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,741300,0,0,0,0,0,0,0,0,"P425E203927 (Student Aid) / $741,300",786,265,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,750,500,NA,430,100,20,NA,NA,NA,1803,NA,980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
449782,04117900,Champion Beauty College,TX,Less Than 2 Year,Private For-Profit,0,0.026,0.526,0.211,0,0.237,0,NA,NA,0.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,27568,0,0,0,0,0,0,0,0,"P425E205295 (Student Aid) / $27,568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
228282,02218300,Southwest School of Business and Technical Careers-San Antonio,TX,Less Than 2 Year,Private For-Profit,0,0.048,0.199,0.555,0,0.199,0,1,0,0.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,190711,190710,0,0,0,0,0,0,262925,"P425E200245 (Student Aid) / $190,711|P425F200013 (Institutional Portion) / $190,710|P425Q210021 (Proprietary Institutions Grant Funds for Students) / $262,925",130,NA,NA,NA,NA,NA,0,125,NA,NA,NA,NA,131,366,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,101208,9946,0,0,0,0,111154,122,1040,0,0,0,0,122,6418,5918,0,0,0,0,6418,362290,19006,0,0,0,0,381296,2898.32,NA,NA,NA,NA,NA,2910.656488549618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
226903,03035300,Southern Careers Institute-Austin,TX,2 Year,Private For-Profit,0.009,0.013,0.385,0.268,0.004,0.284,0.031,NA,NA,0.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,3152620,3152620,0,0,0,0,0,0,4350373,"P425E202218 (Student Aid) / $3,152,620|P425F202472 (Institutional Portion) / $3,152,620|P425Q210430 (Proprietary Institutions Grant Funds for Students) / $4,350,373",6704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,867,5269,36,2331,159,32,NA,NA,NA,5305,NA,NA,5814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
444565,03723300,Culinary Institute Inc,TX,2 Year,Private For-Profit,0,0.051,0.29,0.356,0.002,0.269,0.011,NA,NA,0.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,341077,341076,0,0,0,0,0,0,180845,"P425E203905 (Student Aid) / $341,077|P425F204139 (Institutional Portion) / $341,076|P425Q211335 (Proprietary Institutions Grant Funds for Students) / $180,845",156,60,33,NA,NA,NA,0,78,NA,NA,NA,NA,104,205191.31,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,68090.27,21077.45,626.87,626.87,0,0,90421.45999999999,626.87,626.87,626.87,626.87,0,0,626.87,1785.56,1785.56,1785.56,1785.56,0,0,1785.56,280662.59,92150.73999999999,10776.78,2444.12,0,0,386034.23,3598.238333333333,NA,NA,NA,NA,NA,3711.867596153846,56,0.2014388489208633,25,0.2403846153846154,NA,12,91,96,NA,68,NA,5,NA,NA,NA,141,NA,159,NA,NA,NA,72,70,NA,55,NA,NA,NA,NA,NA,107,NA,157,NA,NA,NA,110020.69,97251.18,NA,75370.28,NA,NA,NA,NA,NA,144926.24,NA,200078.27,NA,NA,1874.47,1528.065138888889,1389.302571428571,NA,1370.368727272727,NA,861.9,NA,NA,NA,1354.450841121495,NA,1274.383885350318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
392257,03128100,The College of Health Care Professions-Northwest,TX,4 Year,Private For-Profit,0.007,0.011,0.311,0.442,0.004,0.171,0.025,NA,NA,0.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,3417981,3417981,0,0,0,0,0,0,6355388,"P425E204921 (Student Aid) / $3,417,981|P425F204422 (Institutional Portion) / $3,417,981|P425Q210835 (Proprietary Institutions Grant Funds for Students) / $6,355,388",7866,NA,NA,NA,NA,NA,0,2841,NA,NA,NA,NA,2984,3024018.16,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,697664.96,0,0,0,0,0,697664.96,1000,1410.49,0,0,0,0,1000,2880.65,1880.65,0,0,0,0,2880.65,3832675.399999999,201700.07,0,0,0,0,4034375.469999999,1349.05857092573,NA,NA,NA,NA,NA,1352.002503351206,390,0.04294681202510737,NA,NA,114,106,2094,2086,34,3080,399,1162,NA,NA,NA,8212,NA,4783,NA,30,40,633,698,8,931,114,367,NA,NA,NA,2567,NA,1559,NA,34522.6,55858.94,868292.84,1060941.92,11522.6,1327592.92,166927.64,502835.36,NA,NA,NA,3642205.52,NA,2199773.63,NA,1150.753333333333,1396.4735,1371.710647709321,1519.974097421203,1440.325,1425.985950590763,1464.277543859649,1370.123596730245,NA,NA,NA,1418.856844565641,NA,1411.015798588839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
